CADRE GENE ID,AFUB Gene ID,Af293 orthologue,public id,Description for A1163,Description for Af293
CADAFUBG00003723,AFUB_037360,CADAFUAG00005592,AFUA_3G11820,"RNA exonuclease Rex2, putative; encoded by transcript AFUB_037360A","Afu3g11820 (Alt. Locus), RNA exonuclease Rex2, putative, similar to RNA exonuclease, required for U4 snRNA maturation; functions redundantly with Rnh70p in 5.8S rRNA maturation, and with Rnh70p and Rex3p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases; Rex2p (GI:6323088) (Saccharomyces cerevisiae), (3.1.-.-)"
CADAFUBG00003724,AFUB_037370,CADAFUAG00005479,AFUA_3G11810,conserved hypothetical protein; encoded by transcript AFUB_037370A,"Afu3g11810 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003725,AFUB_037380,CADAFUAG00005473,AFUA_3G11800,conserved hypothetical protein; encoded by transcript AFUB_037380A,"Afu3g11800 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003726,AFUB_037390,,,hypothetical protein; encoded by transcript AFUB_037390A,
CADAFUBG00003727,AFUB_037400,CADAFUAG00005207,AFUA_3G11790,"galactose-proton symport, putative; encoded by transcript AFUB_037400A","Afu3g11790 (Alt. Locus), galactose-proton symport, putative"
CADAFUBG00003728,AFUB_037410,CADAFUAG00005597,AFUA_3G11780,"beta-N-acetylglucosaminidase, putative; encoded by transcript AFUB_037410A","Afu3g11780 (Alt. Locus), beta-N-acetylglucosaminidase, putative, (3.2.1.30)"
CADAFUBG00003729,AFUB_037420,CADAFUAG00005008,AFUA_3G11770,conserved hypothetical protein; encoded by transcript AFUB_037420A,"Afu3g11770 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003730,AFUB_037430,CADAFUAG00005404,AFUA_3G11760,"MFS transporter, putative; encoded by transcript AFUB_037430A","Afu3g11760 (Alt. Locus), MFS transporter, putative"
CADAFUBG00003731,AFUB_037440,CADAFUAG00005316,AFUA_3G11750,"oxysterol binding protein (Osh5), putative; encoded by transcript AFUB_037440A","Afu3g11750 (Alt. Locus), oxysterol binding protein (Osh5), putative, similar to oxysterol binding protein Hes1p; Osh5 (SP:P35843) (Saccharomyces cerevisiae)"
CADAFUBG00003732,AFUB_037450,CADAFUAG00005738,AFUA_3G11740,conserved hypothetical protein; encoded by transcript AFUB_037450A,"Afu3g11740 (Alt. Locus), RNAPII degradation factor Def1, putative, similar to RNAPII degradation factor, forms a complex with Rad26p in chromatin, enables ubiquitination and proteolysis of RNAPII present in an elongation complex; Def1p (GI:6322796) (Saccharomyces cerevisiae)"
CADAFUBG00003733,AFUB_037460,CADAFUAG00005539,AFUA_3G11730,conserved hypothetical protein; encoded by transcript AFUB_037460A,"Afu3g11730 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003734,AFUB_037470,CADAFUAG00005623,AFUA_3G11720,conserved hypothetical protein; encoded by transcript AFUB_037470A,"Afu3g11720 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003735,AFUB_037480,CADAFUAG00005294,AFUA_3G11710,"saccharopine dehydrogenase Lys1, putative; encoded by transcript AFUB_037480A","Afu3g11710 (Alt. Locus), saccharopine dehydrogenase Lys1, putative, similar to saccharopine dehydrogenase (NAD+, L-lysine-forming), catalyzes the conversion of saccharopine to L-lysine, which is the final step in the lysine biosynthesis pathway; Lys1p (GI:6322225) (Saccharomyces cerevisiae)"
CADAFUBG00003736,AFUB_037490,CADAFUAG00005203,AFUA_3G11700,"ubiquitin C-terminal hydrolase, putative; encoded by transcript AFUB_037490A","Afu3g11700 (Alt. Locus), ubiquitin C-terminal hydrolase, putative, (3.1.2.15)"
CADAFUBG00003737,AFUB_037500,CADAFUAG00005208,AFUA_3G11690,"fructose-bisphosphate aldolase, class II; encoded by transcript AFUB_037500A","Afu3g11690 (Alt. Locus), fructose-bisphosphate aldolase, class II, (4.1.2.13) <a href=http://www.aspergillus.org.uk/secure/sequence_info/genesofinterest/allergens.html>[Link to Allergen Table]</a>"
CADAFUBG00003738,AFUB_037510,CADAFUAG00005844,AFUA_3G11660,"DUF221 domain protein, putative; encoded by transcript AFUB_037510A","Afu3g11660 (Alt. Locus), DUF221 domain protein, putative"
CADAFUBG00003739,AFUB_037520,CADAFUAG00005034,AFUA_3G11650,hypothetical protein; encoded by transcript AFUB_037520A,"Afu3g11650 (Alt. Locus), hypothetical protein"
CADAFUBG00003740,AFUB_037530,CADAFUAG00005126,AFUA_3G11640,homoserine dehydrogenase; encoded by transcript AFUB_037530A,"Afu3g11640 (Alt. Locus), homoserine dehydrogenase, (2.7.2.4)"
CADAFUBG00003741,AFUB_037540,CADAFUAG00005127,AFUA_3G11630,conserved hypothetical protein; encoded by transcript AFUB_037540A,"Afu3g11630 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003742,AFUB_037550,CADAFUAG00005261,AFUA_3G11620,conserved hypothetical protein; encoded by transcript AFUB_037550A,"Afu3g11620 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003743,AFUB_037560,CADAFUAG00005351,AFUA_3G11610,"nucleosome binding protein (Nhp6a), putative; encoded by transcript AFUB_037560A",Non-histone chromosomal protein 6  [Source:UniProtKB/Swiss-Prot;Acc:Q4WY33]
CADAFUBG00003744,AFUB_037570,CADAFUAG00005463,AFUA_3G11600,conserved hypothetical protein; encoded by transcript AFUB_037570A,"Afu3g11600 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003745,AFUB_037580,CADAFUAG00005593,AFUA_3G11590,"Taz1-interacting factor 1 (TAF1), putative; encoded by transcript AFUB_037580A",Autophagy-related protein 11  [Source:UniProtKB/Swiss-Prot;Acc:Q4WY31]
CADAFUBG00003746,AFUB_037590,CADAFUAG00005707,AFUA_3G11580,conserved hypothetical protein; encoded by transcript AFUB_037590A,"Afu3g11580 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003747,AFUB_037600,CADAFUAG00005883,AFUA_3G11570,conserved hypothetical protein; encoded by transcript AFUB_037600A,"Afu3g11570 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003748,AFUB_037610,CADAFUAG00004974,AFUA_3G11560,"lipase/esterase, putative; encoded by transcript AFUB_037610A","Afu3g11560 (Alt. Locus), lipase/esterase, putative, (3.1.-.-)"
CADAFUBG00003749,AFUB_037620,CADAFUAG00005173,AFUA_3G11550,LEA domain protein; encoded by transcript AFUB_037620A,"Afu3g11550 (Alt. Locus), LEA domain protein, contains a LEA domain"
CADAFUBG00003750,AFUB_037630,CADAFUAG00004968,AFUA_3G11540,"FHA domain protein SNIP1, putative; encoded by transcript AFUB_037630A","Afu3g11540 (Alt. Locus), FHA domain protein SNIP1, putative, similar to SP:Q8BIZ6: Smad nuclear interacting protein Snip1 (Mus musculus)"
CADAFUBG00003751,AFUB_037640,CADAFUAG00005349,AFUA_3G11530,"Hsp40 co-chaperone Jid1, putative; encoded by transcript AFUB_037640A","Afu3g11530 (Alt. Locus), Hsp40 co-chaperone Jid1, putative, similar to Probable Hsp40p co-chaperone, has a DnaJ-like domain and appears to be involved in ER-associated degradation of misfolded proteins containing a tightly folded cytoplasmic domain; inhibits replication of Brome mosaic virus in S. cerevisiae; Jid1p (GI:6325318) (Saccharomyces cerevisiae)"
CADAFUBG00003752,AFUB_037650,CADAFUAG00005409,AFUA_3G11520,hypothetical protein; encoded by transcript AFUB_037650A,"Afu3g11520 (Alt. Locus), hypothetical protein"
CADAFUBG00003753,AFUB_037660,CADAFUAG00004987,AFUA_3G11510,"O-acetyltransferase, putative; encoded by transcript AFUB_037660A","Afu3g11510 (Alt. Locus), O-acetyltransferase, putative, (2.3.1.-)"
CADAFUBG00003754,AFUB_037670,CADAFUAG00005122,AFUA_3G11500,LipA and NB-ARC domain protein; encoded by transcript AFUB_037670A,"Afu3g11500 (Alt. Locus), LipA and NB-ARC domain protein, SesB-like signaling protein, putative, similar to SesB (GI:46102477) (Nectria haematococca) PMID: 15312233 similar to disease resistance protein (CC-NBS-LRR class) (GI:15217954) (Arabidopsis thaliana) contains LipA and NB-ARC domains"
CADAFUBG00003755,AFUB_037680,CADAFUAG00005836,AFUA_3G11490,"GABA permease, putative; encoded by transcript AFUB_037680A","Afu3g11490 (Alt. Locus), GABA permease, putative, similar to GB:CAB43936.1: GABA permease (Emericella nidulans)"
CADAFUBG00003756,AFUB_037690,CADAFUAG00004961,AFUA_3G11480,"mitochondrial methylglutaconyl-CoA hydratase (Auh), putative; encoded by transcript AFUB_037690A","Afu3g11480 (Alt. Locus), mitochondrial methylglutaconyl-CoA hydratase (Auh), putative, similar to mitochondrial methylglutaconyl-CoA hydratase; AU RNA-binding enoyl-coenzyme A hydratase Auh (GI:29612662) (Mus musculus), (4.2.1.18)"
CADAFUBG00003757,AFUB_037700,CADAFUAG00005549,AFUA_3G11470,conserved hypothetical protein; encoded by transcript AFUB_037700A,"Afu3g11470 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003758,AFUB_037710,CADAFUAG00005651,AFUA_3G11460,conserved hypothetical protein; encoded by transcript AFUB_037710A,"Afu3g11460 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003759,AFUB_037720,CADAFUAG00004933,AFUA_3G11450,conserved hypothetical protein; encoded by transcript AFUB_037720A,"Afu3g11450 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003760,AFUB_037730,CADAFUAG00005065,AFUA_3G11440,"glutamyl-tRNA(Gln) amidotransferase, B subunit; encoded by transcript AFUB_037730A","Afu3g11440 (Alt. Locus), glutamyl-tRNA(Gln) amidotransferase, B subunit, (6.3.5.-)"
CADAFUBG00003761,AFUB_037740,CADAFUAG00005861,AFUA_3G11430,"arginase, putative; encoded by transcript AFUB_037740A","Afu3g11430 (Alt. Locus), arginase, putative, (3.5.3.1)"
CADAFUBG00003762,AFUB_037750,CADAFUAG00005742,AFUA_3G11420,conserved hypothetical protein; encoded by transcript AFUB_037750A,"Afu3g11420 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003763,AFUB_037760,CADAFUAG00005206,AFUA_3G11410,"RNA Polymerase II CTD phosphatase Fcp1, putative; encoded by transcript AFUB_037760A","Afu3g11410 (Alt. Locus), RNA Polymerase II CTD phosphatase Fcp1, putative, similar to carboxy-terminal domain (CTD) phosphatase, essential for  dephosphorylation of the repeated C-terminal domain of the RNA  polymerase II large subunit (Rpo21p); Fcp1p (Saccharomyces cerevisiae)"
CADAFUBG00003764,AFUB_037770,CADAFUAG00005075,AFUA_3G11400,aspartic endopeptidase Pep2; encoded by transcript AFUB_037770A,Aspartic endopeptidase Pep2Aspartic proteaseCellular aspartic protease Precursor (EC 3.4.23.-);; [Source:UniProtKB/TrEMBL;Acc:O42630]
CADAFUBG00003765,AFUB_037780,CADAFUAG00005440,AFUA_3G11390,"proteasome regulatory particle subunit Rpt3, putative; encoded by transcript AFUB_037780A","Afu3g11390 (Alt. Locus), proteasome regulatory particle subunit Rpt3, putative"
CADAFUBG00003766,AFUB_037790,CADAFUAG00005326,AFUA_3G11380,"ARID/BRIGHT domain protein (SWI1), putative; encoded by transcript AFUB_037790A","Afu3g11380 (Alt. Locus), ARID/BRIGHT domain protein (SWI1), putative, similar to transcription regulatory protein SWI1; SWI/SNF complex component SWI1; transcription regulatory protein ADR6; regulatory protein GAM3 (GI:113451) (Saccharomyces cerevisiae)"
CADAFUBG00003767,AFUB_037800,CADAFUAG00005687,AFUA_3G11370,"mitochondrial large ribosomal subunit L49, putative; encoded by transcript AFUB_037800A","Afu3g11370 (Alt. Locus), mitochondrial large ribosomal subunit L49, putative, contains an Img2 domain"
CADAFUBG00003768,AFUB_037810,CADAFUAG00005524,AFUA_3G11360,"eukaryotic translation initiation factor 3 subunit EifCe, putative; encoded by transcript AFUB_037810A",Eukaryotic translation initiation factor 3 subunit E (eIF3e) [Source:UniProtKB/Swiss-Prot;Acc:Q4WY08]
CADAFUBG00003769,AFUB_037820,CADAFUAG00004985,AFUA_3G11355,conserved hypothetical protein; encoded by transcript AFUB_037820A,"Afu3g11355 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003770,AFUB_037830,CADAFUAG00005643,AFUA_3G11350,"arsenite translocating ATPase ArsA, putative; encoded by transcript AFUB_037830A similar to arsenical pump-driving ATPase, arsenite-transporting ATPase(arsA) (Swiss-Prot:O43681) [Homo sapiens]","Afu3g11350 (Alt. Locus), arsenite translocating ATPase ArsA, putative, similar to arsenical pump-driving ATPase, Arsenite-transporting ATPase ArsA (Swiss-Prot:O43681) (Homo sapiens)  similar to ATPase, subunit of the GET complex; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion; involved in resistance to heat and metal stress; Get3p (GI:6320103) (Saccharomyces cerevisiae), (3.6.3.16)"
CADAFUBG00003771,AFUB_037840,CADAFUAG00005873,AFUA_3G11340,transthyretin domain protein; encoded by transcript AFUB_037840A,"Afu3g11340 (Alt. Locus), transthyretin domain protein, contains a transthyretin domain"
CADAFUBG00003772,AFUB_037850,CADAFUAG00005023,AFUA_3G11330,"bZIP transcription factor (AtfA), putative; encoded by transcript AFUB_037850A","Afu3g11330 (Alt. Locus), bZIP transcription factor (AtfA), putative"
CADAFUBG00003773,AFUB_037860,CADAFUAG00005665,AFUA_3G11320,"spindle pole body component (Alp6), putative; encoded by transcript AFUB_037860A","Afu3g11320 (Alt. Locus), spindle pole body component (Alp6), putative"
CADAFUBG00003774,AFUB_037870,CADAFUAG00005808,AFUA_3G11310,hypothetical protein; encoded by transcript AFUB_037870A,"Afu3g11310 (Alt. Locus), hypothetical protein"
CADAFUBG00003775,AFUB_037880,CADAFUAG00005585,AFUA_3G11300,"proteasome component Prs2, putative; encoded by transcript AFUB_037880A","Afu3g11300 (Alt. Locus), proteasome component Prs2, putative, (3.4.25.1)"
CADAFUBG00003776,AFUB_037890,CADAFUAG00005571,AFUA_3G11290,conserved hypothetical protein; encoded by transcript AFUB_037890A,"Afu3g11290 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003777,AFUB_037900,CADAFUAG00005398,AFUA_3G11280,"class V chitinase, putative; encoded by transcript AFUB_037900A","Afu3g11280 (Alt. Locus), class V chitinase, putative, similar to chitinase ChiB (GI:4038642) (Aspergillus nidulans) similar to Endochitinase 1 precursor (Swiss-Prot:P54196) (Coccidioides posadasii), (3.2.1.14)"
CADAFUBG00003778,AFUB_037910,CADAFUAG00004993,AFUA_3G11260,"ubiquitin (UbiC), putative; encoded by transcript AFUB_037910A","Afu3g11260 (Alt. Locus), ubiquitin (UbiC), putative"
CADAFUBG00003779,AFUB_037920,CADAFUAG00005698,AFUA_3G11250,"C2H2 transcription factor (Swi5), putative; encoded by transcript AFUB_037920A","Afu3g11250 (Alt. Locus), C2H2 transcription factor (Swi5), putative"
CADAFUBG00003780,AFUB_037930,CADAFUAG00005353,AFUA_3G11220,"ribonuclease T2 family, putative; encoded by transcript AFUB_037930A",Ribonuclease T2-like Precursor (RNase T2-like)(EC 3.1.27.1) [Source:UniProtKB/Swiss-Prot;Acc:Q4WXZ5]
CADAFUBG00003781,AFUB_037940,CADAFUAG00005247,AFUA_3G11210,YagE family protein; encoded by transcript AFUB_037940A,"Afu3g11210 (Alt. Locus), YagE family protein"
CADAFUBG00003782,AFUB_037950,CADAFUAG00005062,AFUA_3G11200,"vacuolar assembly protein, putative; encoded by transcript AFUB_037950A","Afu3g11200 (Alt. Locus), vacuolar assembly protein, putative, Similar to SP:P49754: Vacuolar assembly protein VPS41 homolog (S53). {Homo sapiens;}"
CADAFUBG00003783,AFUB_037960,CADAFUAG00005007,AFUA_3G11190,conserved hypothetical protein; encoded by transcript AFUB_037960A,"Afu3g11190 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003784,AFUB_037970,CADAFUAG00005336,AFUA_3G11170,conserved hypothetical protein; encoded by transcript AFUB_037970A,"Afu3g11170 (Alt. Locus), CP2 transcription factor, putative"
CADAFUBG00003785,AFUB_037980,CADAFUAG00005230,AFUA_3G11160,"zinc metalloproteinase, putative; encoded by transcript AFUB_037980A","Afu3g11160 (Alt. Locus), zinc metalloproteinase, putative"
CADAFUBG00003786,AFUB_037990,CADAFUAG00005256,AFUA_3G11150,conserved hypothetical protein; encoded by transcript AFUB_037990A,"Afu3g11150 (Alt. Locus), conserved hypothetical protein"
CADAFUBG00003787,AFUB_038000,CADAFUAG00005467,AFUA_3G11140,"DNA ligase I, putative; encoded by transcript AFUB_038000A","Afu3g11140 (Alt. Locus), DNA ligase I, putative, (6.5.1.1)"
CADAFUBG00003788,AFUB_038010,CADAFUAG00005803,AFUA_3G11130,RINT-1 family protein; encoded by transcript AFUB_038010A,"Afu3g11130 (Alt. Locus), RINT-1 family protein"
CADAFUBG00003789,AFUB_038020,CADAFUAG00005652,AFUA_3G11120,"glutamate decarboxylase, putative; encoded by transcript AFUB_038020A","Afu3g11120 (Alt. Locus), glutamate decarboxylase, putative, (4.1.1.15)"
CADAFUBG00003790,AFUB_038030,CADAFUAG00005138,AFUA_3G11110,"rRNA processing protein Nop9, putative; encoded by transcript AFUB_038030A","Afu3g11110 (Alt. Locus), rRNA processing protein Nop9, putative, similar to essential nucleolar protein required for 18S rRNA synthesis; Nop9p (GI:6322450) (Saccharomyces cerevisiae)"
CADAFUBG00003791,AFUB_038040,CADAFUAG00005526,AFUA_3G11100,"mitochondrial protein Fmp25, putative; encoded by transcript AFUB_038040A","Afu3g11100 (Alt. Locus), mitochondrial protein Fmp25, putative, similar to the authentic, non-tagged protein was localized to the mitochondria; Fmp25p (Saccharomyces cerevisiae)"
CADAFUBG00003792,AFUB_038050,CADAFUAG00005868,AFUA_3G11090,"Golgi complex component Cog3, putative; encoded by transcript AFUB_038050A","Afu3g11090 (Alt. Locus), Golgi complex component Cog3, putative, similar to essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments; Cog3p (GI:6321005) (Saccharomyces cerevisiae)"
CADAFUBG00003793,AFUB_038060,CADAFUAG00005058,AFUA_3G11080,"MAP kinase kinase kinase (Bck1), putative; encoded by transcript AFUB_038060A","Afu3g11080 (Alt. Locus), MAP kinase kinase kinase (Bck1), putative, similar to mitogen-activated protein (MAP) kinase kinase kinase acting in the protein kinase C signaling pathway, which controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; Bck1p (GI:6322366) (Saccharomyces cerevisiae)"
CADAFUBG00003794,AFUB_038070,CADAFUAG00005201,AFUA_3G11070,"pyruvate decarboxylase PdcA, putative; encoded by transcript AFUB_038070A",Pyruvate decarboxylase (EC 4.1.1.1) [Source:UniProtKB/Swiss-Prot;Acc:Q4WXX9]
CADAFUBG00003795,AFUB_038080,CADAFUAG00005436,AFUA_3G11060,THUMP domain protein; encoded by transcript AFUB_038080A,"Afu3g11060 (Alt. Locus), THUMP domain protein"
CADAFUBG00003796,AFUB_038090,CADAFUAG00005293,AFUA_3G11050,hypothetical protein; encoded by transcript AFUB_038090A,"Afu3g11050 (Alt. Locus), hypothetical protein"
CADAFUBG00003797,AFUB_038100,CADAFUAG00005190,AFUA_3G11040,"SNARE-dependent exocytosis protein (Sro7), putative; encoded by transcript AFUB_038100A","Afu3g11040 (Alt. Locus), SNARE-dependent exocytosis protein (Sro7), putative, similar to SNI2/SRO77 protein (GI:586462) (Saccharomyces cerevisiae) PMID: 9691031, 14718573, 10402465"
